3210,3211,3212,0,0,0,0,0,0,329,330,331,332,333,0,0,0,0,0,0,0,0,0,0,0,0,0,
3218,3219,3220,273,274,275,276,0,0,337,338,339,340,341,342,343,344,0,0,0,0,0,0,0,49,50,51,
3226,3227,3228,281,282,283,284,0,0,345,346,347,348,349,350,351,352,0,473,474,475,476,0,0,57,58,59,
3234,3235,3236,289,290,291,292,0,0,353,354,355,356,357,358,359,360,0,481,482,483,484,0,0,65,66,67,
3242,3243,3244,297,298,299,300,309,0,361,362,363,364,365,366,367,368,0,489,490,491,492,0,0,73,74,75,
3429,3430,3431,305,306,307,308,317,0,369,370,371,372,373,374,375,376,0,497,498,499,500,0,34,81,82,83,
3437,3438,3439,313,314,315,316,325,0,377,378,379,380,381,382,383,384,0,505,506,507,508,0,93,94,95,96,
3445,3446,3447,3448,0,0,0,0,13,385,386,387,388,389,390,49,50,51,52,0,0,0,0,101,102,103,104,
3453,3454,3455,3456,1444,1445,1444,1445,0,0,3176,3175,0,0,0,57,58,59,60,0,0,13,0,109,110,111,112,
3461,3462,3463,3464,1452,1453,1452,1453,1432,0,3184,3183,0,3171,3171,65,66,67,68,0,0,0,0,117,118,119,120,
0,0,0,1443,0,0,0,0,0,0,0,0,0,3179,3179,73,74,75,76,3169,3170,13,3171,125,126,127,3165,
0,0,0,1451,0,0,3521,3522,0,0,0,0,0,0,0,81,82,83,84,0,0,0,3179,0,0,0,0,
3177,3178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3165,0,0,1444,1445,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1452,1453,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3527,3528
